Audio filename, AIR filename, Start gain, End gain, Sampling frequency, Start transition time, Length transition time, Audio length, MSG frequency
speech_in_06.wav, AIR_004.wav, 4.0, 10.0, 16000, 8, 1, 20, 6.309057e+02
